ID,Project/Plant Name,Status,Rated Power (kW),Discharge Duration at Rated Power (hrs),Storage Capacity (kWh),Applications.Bulk Energy Services (General Energy Applications).0,Applications.Bulk Energy Services (General Energy Applications).1,Applications.Bulk Energy Services (General Energy Applications).2,Applications.Ancillary Services.0,Applications.Ancillary Services.1,Applications.Ancillary Services.2,Applications.Ancillary Services.3,Applications.Ancillary Services.4,Applications.Ancillary Services.5,Applications.Transmission Infrastructure Services.0,Applications.Transmission Infrastructure Services.1,Applications.Distribution Infrastructure Services.0,Applications.Customer Energy Management Services (End-User Services).0,Applications.Customer Energy Management Services (End-User Services).1,Applications.Customer Energy Management Services (End-User Services).2,Applications.Customer Energy Management Services (End-User Services).3,Applications.Others.0,Paired Grid Resources,Description/Notes,URL,Country,City,County,State/Province,Street Address,Postal Code,Latitude,Longitude,Announced Date,Commissioned Date,Constructed Date,Decommissioned Date,Latest Update Date,Project Data Validated?,Grid Interconnection Level,Interconnection Type,ISO/RTO,System Operator,Utility Type,Utility ID,Number of Subsystems,Energy Storage Technology Provider,Power Electronics Provider,Installer,Developer,O&M Contractor,EPC 1,EPC 2,EPC 3,Ownership Model,Ownership Model (Other),Owner(s),Captial Expenditure - CAPEX (USD),Annual Operational Cost - OPEX (USD),Annual Maintenance or Warranty Cost (USD),Projected Payback Period (years),Debt Provider,Funding Source 1,Funding Source Amount 1 (USD),Funding Source 2,Funding Source Amount 2 (USD),Funding Source 3,Funding Source Amount 3 (USD),Contact Information: Name,Contact Information: Email Address,Contact Information: Phone Number,Subsystems.0.Subsystem Name,Subsystems.0.ID,Subsystems.0.Storage Device.Technology Broad Category,Subsystems.0.Storage Device.Technology Mid-Type,Subsystems.0.Storage Device.Technology Sub-Type,Subsystems.0.Storage Device.Storage Capacity (kWh),Subsystems.0.Storage Device.Round-trip Efficiency (%),Subsystems.0.Storage Device.Depth of Discharge (%),Subsystems.0.Storage Device.Warranty Lifetime (cycles),Subsystems.0.Storage Device.Warranty Lifetime (years),Subsystems.0.Storage Device.Storage Operating Temperature (deg C),Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric),Subsystems.0.Storage Device.Energy Density (kWh/m^3),Subsystems.0.Storage Device.Footprint (m^2/MWh),Subsystems.0.Storage Device.Number of Cells,Subsystems.0.Power Conversion System.Rated Power (kW),Subsystems.0.Power Conversion System.Maximum Charge Power (kW),Subsystems.0.Power Conversion System.Maximum Discharge Power (kW),Subsystems.0.Power Conversion System.Overload Capability (%),Subsystems.0.Power Conversion System.Time Allowed for Overload (s),Subsystems.0.Power Conversion System.Ramping Rate (kW/min),Subsystems.0.Power Conversion System.Response Time (s),Subsystems.0.Power Conversion System.Nominal DC Voltage (kV),Subsystems.0.Power Conversion System.Nominal AC Voltage (kV),Subsystems.0.Power Conversion System.Nominal Frequency (Hz),Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low,Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High,Subsystems.0.Power Conversion System.Number of Phases,Subsystems.0.Power Conversion System.Topology,Subsystems.0.Power Conversion System.Full Load Efficiency (%),Subsystems.0.Power Conversion System.Efficiency Degradation,Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh),Subsystems.0.Power Conversion System.Lagging Power Factor Range,Subsystems.0.Power Conversion System.Leading Power Factor Range,Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%),Subsystems.0.Power Conversion System.Frequency Ride Through (FRT),Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT),Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT),Subsystems.0.Power Conversion System.Warranty Lifetime (years),Subsystems.0.Balance of System.Transformer Rating,Subsystems.0.Balance of System.Transformer Configuration,Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C),Subsystems.0.Balance of System.Operating Temperature (deg C),Subsystems.0.Balance of System.Communications,Subsystems.0.Balance of System.Enclosures,Subsystems.0.Balance of System.Controller Type
11,Dob??in?? I Pumped Storage Power Station,Operational,24000,0,0,Electric Energy Time Shift (Arbitrage),,,Voltage Support,Frequency Regulation,Operating Reserve (Spinning),,,,,,,,,,,Electric Supply Capacity,null,"Slovakia??s first larger pumped storage power plant, the Dob??in?? power plant has been operated since 1953. Following its reconstruction in 2003, its power has increased to 2 x 12 MW. It has a horizontal layout - at one axis it has in the middle a motor-generator and on the one side a Francis turbine and on the other a high-pressure pump. It is also interesting in that it moves water from the Hnilec catchment to the Slan?? catchment area.",http://www.seas.sk/en/power-plants/fuel-type/hydro/dobsina-hpp,Slovakia,Dob??in??,null,Kosice,null,null,48.8207511,20.37,null,01-01-1953,null,null,null,NO,Transmission,null,,null,null,null,1,"Sulzer, Skoda",null,null,null,null,null,null,null,Third-Party-Owned,null,Slovensk?? Elektr??rne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,11.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,24000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12,Flatiron Powerplant,Operational,8500,0,0,Electric Energy Time Shift (Arbitrage),,,Voltage Support,Frequency Regulation,Operating Reserve (Supplementary),Operating Reserve (Spinning),,,,,,,,,,,null,"The Flatiron Powerplant discharges into Flatiron Reservoir, which regulates the water for release to the foothills storage and distribution system. The afterbay storage in Flatiron Reservoir and the forebay storage in Pinewood Lake enable Flatiron Powerplant to meet daily power loads. The Flatiron reversible pump (Unit 3) lifts water from Flatiron Reservoir, a maximum of 297 feet, and delivers it through Carter Lake pressure conduit and tunnel to Carter Lake. When the flow is reversed, the unit acts as a turbine-generator and produces electric energy.  Flatiron units one and two are on AGC and provide VAR support and are occasionally used for spinning reserve.",http://www.usbr.gov/projects/Powerplant.jsp?fac_Name=Flatiron+Powerplant,United States,Loveland,null,Colorado,null,80537,40.364905,-105.24,null,01-01-1954,null,null,null,NO,Transmission,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,Bureau of Reclamation,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,12.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,8500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
13,Gobantes Hydroelectric Power Station,Operational,3600,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"Spain is facing many challenges trying to integrate a large amount of renewable energy (wind and solar) into real-time dispatch of its power generation to meet electricity demand. To meet sustainable criteria for grid stability and reliability, the major utilities in Spain are looking into alternative storage projects, and especially pumped storage projects. Spain has one of the most dynamic markets for pumped storage in southern Europe with a total installed capacity of 5, 350 MW in operation against a total estimated potential of 13,000 MW. Spain is slated to construct additional projects in the coming decades. One government report on renewable energy plans for 2011-2020 estimates a target installed capacity of about 6,300 MW by 2015 and 8,800 MW by 2020. Iberdrola, Gas Natural Fenosa (GNF), and Endesa are the three main utilities that are expected to undertake these developments to fulfill the government objective.",www.endesa.com,Spain,Gobantes,null,Andalucia,null,null,36.95558,-4.8,null,01-01-1955,null,null,null,NO,Transmission,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,Endesa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,13.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,3600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14,Reisach Pumped Storage Power Station,Operational,99000,3,297000,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"Reisach Pumped Storage Power Station belongs to the Jansen Power Plant Group, which utilizes the waters of the Pfreimd and includes two other hydroelectric power plants, Tanzm??hle and Trausnitz. This group was recently acquired by the GDF Suez subsidiary Electrabel from the previous owner, E??ON.  Reisach and Tanzm??hle are both capable of pumping water into and drawing water from the same upper basin, Rabenleite Reservoir.  See this link for an interesting animation of how the Jansen Power Plant group works: http://goo.gl/IxfCJI",https://www.gdfsuez-energie.de/static/de/erzeugung/pfremid/pfreimd-start.swf,Germany,Trausnitz,null,Bavaria,Seestra??e 6,09655 741,49.529869,12.29,null,01-01-1955,null,null,null,NO,Transmission,null,,null,Investor Owned,null,1,null,null,null,Energieversorgung Ostbayern (OBAG),Electrabel,null,null,null,Utility-Owned,null,GDF Suez,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,14.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,99000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15,Kaprun Upper Stage Pumped Storage Power Plant,Operational,113000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"History of the Power Plant  The initial planning for the power plant facilities in the Kaprun Valley date back to the 'centralisation project' of the Allgemeine Elektricit??tsgesellschaft (AEG) Berlin [General Power Company]. The planned pooling of all the water from the Hohe Tauern into the Kaprun Valley was interrupted due to the outbreak of the global economic crisis at the beginning of the 1930's. With Austria's annexation to the German Reich in the spring of 1938, the project was once again made a high priority and re-designed under the head of the newly founded Alpen Elektrowerke AG (AEW [Alpine Power Company]), Hermann Grengg. The new plans contemplated a two stage pumped storage power plant with an upper storage reservoir on the Mooserboden and Wasserfallboden storage lakes above the Limberg Alp. The construction work began with the construction of new and expansion of existing access roads to the construction sites, in particular to the Kapruner Winkel [Kaprun Corner], the building site of the Hauptstufe [main stage] power house, and to the Limberg Alp. When the war ended, the Hauptstufe power house and a makeshift dam on the Wasserfallboden were ready for operation.  Construction of the Oberstufe [upper stage] power house could not begin, however until completion of the Limberg dam, which was to connect airside to the new structure. In the final phase of the work on the barrier, more and more attention was given to the archtectonic design of the Limberg power house. To this end, an invitation to tender was held to design of the crown of dam and powerhouse with architect Harald Bauer's design being selected. For the power house however, the third-placed architect Edith Lassmann's design was selected.  The contract was awarded at the beginning of 1951 and the excavation work for the power house to be attached to the nearly completed dam began immediately thereafter. Between May and August 1951 alone, around 10,000 m?? of rock was removed from the area of the foundations for the new power house. The construction materials were transported via a tow-railway from the Bruck/Fusch station to the Kapruner Winkel and from there taken to the Limberg site with a cement cable railway.  In 1953 the construction work on the main structure was completed. Construction on the stilling basin continued until June 1954 since the final form was not set until after extensive studies and model tests had been carried out by the planning department of Tauernkraftwerke AG.  The first machine set was commissioned on 14 November 1954, the second on1 December 1955. Both of the M??ll connecting bridge pumps in the pump cave next to the Drossensperre retaining wall followed on 28 May 1956.  The barracks, equipment and auxiliary cable railway set up for the construction of the dams and power house were removed after construction was completed.",http://www.verbund.com/pp/en/pumped-storage-power-plant/kaprun-upper-stage,Austria,Limberg,null,Salzburg,null,null,47.3648489,12.64,null,01-01-1956,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,VERBUND Hydro Power AG,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,15.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,113000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
16,Fu??ine Pumped Hydro Storage Power Plant,Operational,4600,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The Vinodol hydro power system uses the waters of the basins of Lokvarka (including Kri?? brook) and Li??anka (Bajer, Lepenica and Potko?? reservoirs) and a few other smaller streams. While this catchment area is not large (about 80 km2), the energy value of this system is confirmed by the fact that the catchment area is located at a height above 700 m and that the gross head of the Vinodol power plant is 658 m, which is one of the highest heads of hydroelectric facilities achieved in Europe. The construction of the facilities began in 1939 and the system has been in operation since 1952. With the aim to increase production, the system was expanded in 1985 to include the pump storage power plant Lepenica.  The main parts of the Vinodol power plant are Lokvarka dam and reservoir, Fu??ine pump storage power plant and Bajer reservoir, Lepenica dam and reservoir, Lepenica pump storage plant, Kri?? pumping station, Li?? pumping station, Lokvarka-Li??anka tunnel, Kri?? connecting tunnel, Li?? pipeline, Kobljak-Razromir tunnel, penstock and powerhouse of Vinodol power plant.  Energy data:  Installed flow: Qi = 10 m3/s in Turbine mode, 9 m3/s in pumping mode Net head: H = 37 m Installed capacity: 4.6 MW (turbine mode) Motor power: 4.8 (in pumping mode)",http://www.hep.hr/proizvodnja/en/basicdata/hydro/west/vinodol.aspx#fuzine,Croatia,Fu??ine,null,Primorje-Gorski Kotar County,null,null,45.3049852,14.71,null,01-01-1957,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,HEP Proizvodnja,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,16.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,4600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
17,Argentat Pumped Storage Power Station,Operational,48000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The power plant is located at the Argentat Dam on the Dordogne River and uses bulb turbines. The plant's technical features include foundations 34 meters high, a crest length of 196 meters, a crest width of 27.35 meters, a base width of 35.50 meters, and a dam volume of 85,000 m3.",http://fr.wikipedia.org/wiki/Barrage_d&#039;Argentat,France,Argentat,null,Correze,Barrage d'Argentat,null,45.10418,1.95,null,01-01-1957,null,null,null,NO,Transmission,null,,null,Investor Owned,null,1,"Voest, Alsthom-Jeumont",null,null,??lectricit?? de France (EDF),null,null,null,null,Utility-Owned,null,??lectricit?? de France (EDF),null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,17.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,48000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18,L??nerseewerk Pumped Hydro Storage Plant,Operational,232000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The L??nerseewerk is primarily used as a pumped storage plant built in 1958.   The power house of the L??nerseewerkes is a typical construction of the 50s. Even in the wake of modernization in the powerhouse Illwerke are trying to take on the architecture of consideration and to obtain the greatest possible extent.  Technical features The L??nerseewerk was at the time of commissioning the most powerful pumped storage plant in the world. The penstock to L??nerseewerk was conducted freely concrete benchmarks, the transmission of the anchor forces was not made",http://www.illwerke.at/inhalt/at/192.htm,Austria,Lunersee,null,6773 Vandans,null,null,47.0531826,9.75,null,01-01-1958,01-01-1954,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Vorarlberger Illwerke AG,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,18.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,232000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19,Happurg Pumped Storage Power Plant,Offline/Under Repair,160000,5.62,899200,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The Happurg Pumped Storage Power Plant utilizes four Francis turbine sets and a 209 meter elevation drop between the upper reservoir and the lower basin, Happurger Lake.   In January 2011, the upper reservoir began to leak. Its water was drained into the lower lying lake and owner/operator E??ON found that the reservoir was in need of an overhaul. The rehabilitation project is currently underway and the power plant is expected to return to operation in 2017.",http://n-land.de/lokales/lok-detail/datum/2013/07/25/wassermassen-auf-der-bdquotiefgarageldquo.html#.UgcO5dJn-70,Germany,Happurg,null,Bavaria,Hauptstra??e 26,91230,49.48711,11.47,null,01-01-1958,null,null,null,NO,Transmission,null,,null,Investor Owned,null,1,Voith,null,null,Fr??nkischen ??berlandwerk,null,null,null,null,Utility-Owned,null,E??ON,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,19.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,160000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20,Gougra Pumped Hydro Storage Power Station,Operational,164000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The Motrices Gougra Forces use of water power from the Val d'Anniviers Valley Turtmann through Moiry dam built in 1954 above Grimentz.??It is 148 meters high and 610 meters long.??The water reservoir feeds the plants Mottec, Vissoie and Chippis (Navizence).",http://www.alpiq.com/what-we-offer/our-assets/hydropower/storage-power-plants/gougra-storage-power-station.jsp,Switzerland,Sierre,null,Valais,null,null,46.291289,7.54,null,01-01-1958,01-01-1954,null,null,NO,Transmission,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,Alpiq,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,20.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,164000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21,Sir Adam Beck Hydroelectric Generating Station,Operational,174000,6,1044000,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The 174 megawatt Sir Adam Beck Pump Generating Station and its 300-hectare reservoir were constructed concurrent with the Sir Adam Beck II Generating Station.  Water diverted to the Sir Adam Beck generating complex is typically pumped into the reservoir at night so it can be used to generate electricity during subsequent periods of high electricity demand. Six mixed-flow variable-pitch reversible pump-turbines are installed at the pump generating station. The six pumps are capable, in a period of about eight hours, of filling the reservoir.",http://www.opg.com/power/hydro/niagara_plant_group/adambeckpgs.asp,Canada,Niagara-on-the-Lake,null,Ontario,14000 Niagara Parkway,L0S 1J0,43.1444964,-79.04,null,01-01-1958,null,null,null,NO,Transmission,null,IESO,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,Ontario Power Generation,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,21.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,174000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22,Tanzm??hle Pumped Storage Power Plant,Operational,35000,3,105000,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"Tanzm??hle is a combined pumped storage and traditional power plant in the town of T??nnesberg along the River Pfreimd in the Oberpf??lzer Forest. The traditional hydroelectric component is rated at 3.3 MW while the pumped storage component is rated at 35 MW while generating and 25 MW while pumping. The plant is a member of the Jansen Power Plant Group, which utilizes the waters of the Pfreimd and includes two other hydroelectric power plants, Reisach and Trausnitz.  Tanzm??hle is connected via tunnel to two elevated reservoirs, the off-stream Rabenleite Reservoir and the Kainzm??hl Reservoir, which is created by a dam upstream on the Pfreimd. This allows Tanzm??hle to draw water from one reservoir to generate electricity and pump it up to the other reservoir for storage.  The plant's traditional hydroelectric component draws running water from the Pfreimd and releases it back into the river. It may later be pumped up to the Rabenleite Reservoir by Reisach Power Plant or used to generate electricity by the traditional hydroelectric plant, Trausnitz.   See this link for an interesting animation of how the Jansen Power Plant group works: http://goo.gl/IxfCJI",https://www.gdfsuez-energie.de/static/de/erzeugung/pfremid/pfreimd-start.swf,Germany,T??nnesberg,null,Bavaria,Tanzm??hle,92723,49.552216,12.28,null,01-01-1959,null,null,null,NO,Transmission,null,,null,Investor Owned,null,1,null,null,null,Energieversorgung Ostbayern (OBAG),Electrabel,null,null,null,Utility-Owned,null,GDF Suez,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,22.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,35000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23,Gaudalami Hydro Power Station,Operational,80000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"Pumped hydro was first used in Italy and Switzerland in the 1890's.?? In essence, hydro pumped storage??is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",http://www.enel.it/it-IT/impianti/mappa/dettaglio/guadalami-piana-degli-albanesi/p/090027d98192f9cd,Italy,Piana Degli Albanesi,null,Sicily,null,null,37.9937488,13.29,null,01-01-1960,null,null,null,NO,Transmission,null,,null,Investor Owned,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Enel Greenpower,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,23.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,80000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
24,Leitzachwerk II,Operational,49200,11.25,553500,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"Between 1958 and 1960, a second pumped storage power plant was added near Leitzachwerk 1 on Seehamer Lake. While Leitzachwerk 1 uses Francis turbines to generate electricity, the Leitzachwerk 2 plant uses two Kaplan turbines rated at 24.6 MW each.",http://www.swm.de/dms/swm/pressemitteilungen/2013/07/versorgung20130730/Pressemitteilung%20vom%2030.07.2013.pdf,Germany,Vagen,null,Bavaria,Seehamer See,null,47.8483283,11.86,null,01-01-1960,01-01-1958,null,null,NO,Transmission,null,,null,Public Owned,null,1,"Voith, Escher-Wyss",null,null,null,null,null,null,null,Utility-Owned,null,Stadtwerke M??nchen,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,24.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,49200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25,Ananaigawa Hydroelectric Power Station,Operational,13500,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"Environmentally friendly hydroelectric power is well suited to Japan's unique topographical characteristics and climate, which provides abundant rainfall. Although hydroelectric power was once a main source of energy, the ratio of hydroelectric to thermal power has been reversed since 1959. Hydroelectric power plants can quickly be adjusted, and this makes hydroelectricity ideal for the role of compensating for potential shortfalls to meet peak demand. Pumped storage hydroelectric power plants, which pump in water during low-demand evening hours and use it to generate power during peak hours, have become the mainstream of hydroelectric power generation in recent years in Japan.",http://www.yonden.co.jp/english/,Japan,Kami,null,K??chi,null,null,33.6037185,133.69,null,01-01-1961,null,null,null,NO,Transmission,null,,null,Investor Owned,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Shikoku Electric Power Company,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,25.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,13500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
26,Hatanagi No. 1 Pumped Hydro Power Station,Operational,137000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The Hatanagi-I (???????????€??€???)) is a dam on the ??i River in Aoi-ku, Shizuoka, Shizuoka Prefecture on the island of Honsh??, Japan. With a height of 125 metres (410 ft), it is the tallest hollow-core concrete gravity dam in the world. It has a hydroelectric power generating station owned by the Chubu Electric Power Company. It supports a 137 MW pumped-storage hydroelectric power station.  http://en.wikipedia.org/wiki/Hatanagi-I_Dam",http://www.chuden.co.jp/english/resource/ir/eirl_investorsdatabook_2013_09.pdf,Japan,Aoi-ku,null,Shizuoka,null,null,35.308032,138.2,null,01-01-1961,01-01-1957,null,null,NO,null,null,,null,Investor Owned,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Chubu Electric Power Company,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,26.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,137000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27,Taum Sauk Hydroelectric Power Station,Operational,440000,8,3520000,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The Taum Sauk pumped storage plant is located in the St. Francois mountain region of the Missouri Ozarks approximately 90 miles (140 km) south of St. Louis near Lesterville, Missouri in Reynolds County. The pumped-storage hydroelectric plant, operated by the AmerenUE electric company, was designed to help meet peak power demands during the day. Electrical generators are turned by water flowing from a reservoir on top of Proffit Mountain into a lower reservoir on the East Fork of the Black River. The generators and turbines at river level are reversible, and at night the excess electricity available on the power grid is used to pump water back to the mountaintop.  The Taum Sauk plant is notable in that it is a pure pump-back operation ?€? there is no natural primary flow available for generation, unlike most other pumped storage sites. It was among the largest such projects when it was built. Construction of the Taum Sauk plant began in 1960 and operation began in 1963. The two original reversible pump-turbine units were each capable of generating 175 megawatts of power. They were upgraded in 1999 to units capable of 225 megawatts each.  The plant was out of operation after the upper reservoir suffered a catastrophic failure on December 14, 2005, until the rebuilt and recertified structure started producing power again on April 21, 2010. The new upper reservoir dam, rebuilt from the ground up, is the largest roller-compacted concrete dam in North America. The plant was named an IEEE Milestone in 2005.",.,United States,Lesterville,null,Missouri,null,null,37.4537502,-90.84,null,01-01-1963,01-01-1960,null,null,NO,Transmission,null,MISO,null,Investor Owned,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Ameren Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,27.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,440000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
