Project name,country,status,Product,latitude,longitude,capacity_MWel,Capacity_Nm?? H???/h,Capacity_kt H2/y
"Shell China - Zhangjiakou, phase 2",CHN,FID/Construction,H2,40.78163215,114.8676578,40,8696,6.8
"H2biscus, phase 1",MYS,Feasibility study,H2,3.167729228,113.0032797,50.5,11223.1,9
"H2biscus, phase 2",MYS,Concept,Ammonia,3.167729228,113.0032797,818.5,181887.4,142
"H2biscus, phase 3",MYS,Concept,MeOH,3.167729228,113.0032797,635,141107.5,110
Engie - Masdar - Fertiglobe Abu Dhabi,ARE,Concept,Ammonia,24.48524216,54.39272804,200,44444,34.7
Oskarshamn nuclear plant,SWE,Operational,H2,57.41699384,16.67301902,0.7,152,0.1
H2V Marseille - Fos (Phase 1),FRA,Feasibility study,H2,43.41685221,4.834398035,100,22222,17.3
"H2V Marseille - Fos (Phase 6, final)",FRA,Feasibility study,H2,43.41685221,4.834398035,100,22222,17.3
NFC Belfort (Phase 1),FRA,Operational,H2,47.61924509,6.865037852,1,217,0.2
SoCalGaS - Kore demo facility,USA,DEMO,H2,33.9865766,-118.4763138,,468,0
Port of Hanstholm - hydrogen,DNK,Concept,H2,57.12245304,8.593219399,,,
Port of Hanstholm - methanol,DNK,Concept,MeOH,57.12245304,8.593219399,,,
Lhyfe-Enerparc Luckau project,DEU,Feasibility study,H2,51.85312755,13.70977501,5,1087,1
Ande - Fortescue Future Industries MoU,PRY,Concept,H2,-25.41479784,-54.61348074,600,133333,104
Ande - Maire Tecnimont - FerSam,PRY,Feasibility study,Ammonia,-25.41479784,-54.61348074,350,77778,60.6
"Ande - Neogreen Hydrogen, phase 1",PRY,Feasibility study,H2,-25.41479784,-54.61348074,75,16667,13
"Ande - Neogreen Hydrogen, phase 2",PRY,Concept,H2,-25.41479784,-54.61348074,225,50000,39
Dorset Green H2 Project,GBR,Operational,H2,50.71575454,-1.984281274,0.9,200,0.2
"Catalina Project, Phase 1",ESP,Feasibility study,H2,39.68018475,-0.278295448,500,111111,86.6
Trzebinia refinery,POL,Operational,H2,50.16067155,19.44741613,2,448.9,0
Baltic Power wind project,POL,Feasibility study,H2,55.01284377,17.85474827,,,
Pembroke power station - Pembroke Green Hydrogen/Net Zero Centre (Phase 1),GBR,Feasibility study,H2,51.68455515,-4.982472845,110,24444,19
Geelong Hydrogen Hub,AUS,Feasibility study,H2,-38.10377579,144.3624146,716.3,159176,124
H2Enable (Phase 1),PRT,Feasibility study,Ammonia,40.75973363,-8.573266985,40,8696,6.8
Hy2gen Sauda project,NOR,Feasibility study,Ammonia,59.67884508,6.352874717,300,66667,52
Firlough project,IRL,FID/Construction,H2,54.10964267,-9.031136275,45,10000,7.8
Alc??zar de San Juan - pHYnix,ESP,FID/Construction,H2,39.4178381,-3.217615488,10,1923,1.5
Sojitz Queensland project,AUS,FID/Construction,H2,-22.91853087,144.3739508,,,
Green CCU Hub Aalborg,DNK,FID/Construction,MeOH,57.05197509,9.993598853,120,26667,20.8
Blue Seal,DNK,Feasibility study,H2,56.63941921,9.79841809,50,11111,8.7
Green lab skive (Phase III),DNK,Concept,MeOH,56.56530195,9.02965887,226,50222,39.2
"European Energy, phase I",DNK,FID/Construction,H2,55.47683853,8.462096409,3,667,0.5
"European Energy, phase II",DNK,FID/Construction,H2,55.47683853,8.462096409,9,2000,1.6
"Eurowind Mariagerfjord, phase 1",DNK,Concept,H2,56.63781867,9.63439275,43,9556,7.4
"Eurowind Mariagerfjord, phase 2",DNK,Concept,H2,56.63781867,9.63439275,43,9556,7.4
Port of Aabenraa,DNK,Feasibility study,H2,55.04575986,9.426739278,100,22222,17.3
Port of Aabenraa Methanol,DNK,FID/Construction,MeOH,55.04575986,9.426739278,60,11538,9
Vordingborg biofuels,DNK,Feasibility study,MeOH,55.01708417,11.91735331,220.9,49080.9,38.3
Aalborg MeOH project,DNK,Feasibility study,MeOH,57.05197509,9.993598853,350,77778,60.6
CCU biogas (11x36MW),DNK,Concept,CH4,54.93228395,9.836230449,396,88000,68.6
Fortescue Future Industries - Incitec Pivot MoU,AUS,Concept,Ammonia,-27.43424854,153.1240414,577.2,128264,100
Fortescue Future Industries - Refining NZ MoU,NZL,Feasibility study,H2,-35.83958592,174.4877991,300,66667,52
Enagas - CEAR MoU,ESP,Concept,H2,41.75842152,-0.385419715,30,6667,5.2
"Sun Brilliance West Australia Project, phase 1",AUS,Feasibility study,Ammonia,-29.21742796,114.9518838,1663,369549,288
"Sun Brilliance West Australia Project, phase 2",AUS,Feasibility study,H2,-29.21742796,114.9518838,3578.6,795239,620
Borealis-Hynamic MoU Green Ammonia,FRA,Concept,Ammonia,47.78685643,7.494362903,30,6667,5.2
Montana Renewables,USA,Operational,H2,47.50354502,-111.2870428,,,
Fortescue Future Industries Gull Island,CAN,Concept,Ammonia,45.86821494,-85.90022511,,,
Port of South Louisiana,USA,Concept,Ammonia,30.08892334,-90.49841669,3034.9,674427,526
Hive Energy green ammonia plant,ESP,Feasibility study,Ammonia,38.72824745,-2.83087088,50,9620,7.5
Cactus Energia Verde Port of Pecem,BRA,Feasibility study,Ammonia,-3.530928034,-38.79237746,1120,248889,194
Ingenostrum - Total Eren MoU,BRA,Concept,H2,-4.944715202,-38.82000398,,,
Reuze,FRA,Feasibility study,Synfuels,51.03373798,2.288188628,400,88889,69.3
Octopus Hydrogen - BayWa MoU,GBR,FID/Construction,H2,57.09195012,-4.252797259,15,3333,2.6
"Atacama Hydrogen Hub, phase 1",CHL,Feasibility study,H2,-23.39908036,-69.25218282,10,2222,1.7
"Atacama Hydrogen Hub, phase 2",CHL,Concept,H2,-23.39908036,-69.25218282,2000,444444,346.5
Faraday - ACH-MRP,CHL,Feasibility study,Ammonia,-23.39908036,-69.25218282,2000,444444,346.5
H1 Magallanes,CHL,Feasibility study,Ammonia,-50.61509629,-74.5013589,981.2,218049,170
Selknam,CHL,Concept,Ammonia,-50.61509629,-74.5013589,490.6,109025,85
Aker - Berlevag,NOR,Feasibility study,Ammonia,70.69298497,28.91640483,100,22222,17.3
"Aker - Rjukan, phase 1",NOR,Feasibility study,H2,59.8971104,8.608114882,20,4444,3.5
"Aker - Rjukan, phase 2",NOR,Feasibility study,H2,59.8971104,8.608114882,20,4444,3.5
Heliogen Arizona green H2,USA,Concept,H2,33.82970708,-114.1037092,324.9,85510,67
"BP Castellon refinery, phase 2 (HyVal)",ESP,Feasibility study,H2,39.95800423,-0.004072311,1975,438889,342.2
"Wilhelmshaven , phase 3",DEU,Concept,H2,53.52954064,8.1296932,590,131111,102.2
China Coal Ordos Energy and Chemical,CHN,FID/Construction,MeOH,39.62170645,109.7280467,212.5,46200,36
"Nazare Green Hydrogen Valley, phase 1",PRT,FID/Construction,H2,39.71712906,-8.89838186,40,8889,6.9
"Nazare Green Hydrogen Valley, phase 2",PRT,Concept,H2,39.71712906,-8.89838186,540,120000,93.6
Sinopec Yanshan Petrochemical,CHN,DEMO,H2,39.73109014,115.9690987,1.25,240,0.2
"Green Crane, Murcia (part of Green Crane Gigafactory)",ESP,Feasibility study,H2,37.99194789,-1.102208977,144.3,32066,25
Lacq Hydrogen,ESP,Concept,H2,40.17937457,-2.024929182,19239.6,4275478,3333
"First HyDeal hub, phase 1",ESP,Feasibility study,H2,39.0734008,-5.122617333,3300,733333,571.7
"First HyDeal hub, completion",ESP,Feasibility study,H2,39.0734008,-5.122617333,4100,911111,710.3
Origin Hunter Valley hydrogen hub,AUS,FID/Construction,Ammonia,-32.6512706,151.0048155,55,12222,9.5
O&L group - CMB.TECH hydrogen hub,NAM,FID/Construction,H2,-22.01821246,14.92513,4,889,0.7
White Martins - Rio Grande do Su MoU,BRA,Concept,H2,-32.03671428,-52.07534714,,,
Hazer-Suncor-FortisBC MoU,CAN,Feasibility study,H2,55.32683215,-125.332539,,3207,3
Ballylumford energy storage demo project,GBR,Feasibility study,H2,54.84654738,-5.781026351,20,4444,3.5
Freeport East Hydrogen Hub,GBR,Concept,H2,51.95141807,1.334254643,,,
Bell Bay smelter,AUS,Concept,H2,-41.12839912,146.8681517,,,
Raahe hub,FIN,Concept,H2,64.68521225,24.48888324,,,
ExxonMobil Baytown petrochemical site,USA,Feasibility study,H2,29.74733123,-95.00107943,,1179167,919.3
"New Fortress Energy green hydrogen US gulf, phase 1",USA,Feasibility study,H2,30.08062023,-94.13257048,100,19231,15
"New Fortress Energy green hydrogen US gulf, phase 2",USA,Concept,H2,30.08062023,-94.13257048,100,19231,15
Norsk e-Fuel Phase 3,NOR,Concept,Synfuels,65.84050026,13.1952674,301.6,79364,61.9
Air Liquide Dunkirk,FRA,Feasibility study,H2,51.03373798,2.288188628,400,88889,69.3
Renewstable Swakopmund,NAM,Feasibility study,H2,-22.64723897,14.59757588,24,5333,4.2
Sonangol,AGO,Feasibility study,Ammonia,-8.472778,13.373056,400,88889,69.3
Petronas-ENEOS MoU,MYS,Concept,LOHC,4.570413502,103.4582016,288.6,64132,50
"Green Hydrogen and Chemicals SPC, phase I (former ACME-Scatec Oman)",OMN,FID/Construction,Ammonia,19.67,57.73,320,71111,55.4
"Green Hydrogen and Chemicals SPC, phase II (former ACME-Scatec Oman)",OMN,Concept,Ammonia,19.67,57.73,3180,706667,550.9
H2ercules,DEU,Concept,H2,52.22486585,7.886019395,1000,222222,173.3
Promigas,COL,Operational,H2,10.36885657,-75.49611306,0.022,4,0
Air Products Arizona,USA,FID/Construction,H2,32.91031681,-111.7631679,40,8696,6.8
"H2UDF, phase I",ESP,Feasibility study,H2,43.135942,-5.800384,2.5,556,0.4
Hidroversol Castilla y Le??n,ESP,Feasibility study,H2,41.5476,-5.6208,200,44444,34.7
"H2UDF, phase II",ESP,Concept,H2,43.135942,-5.800384,7.5,1667,1.3
"AsturiasH2Valley, Abono",ESP,Concept,H2,43.5648,-5.7183,150,33333,26
Inspira Madrid,ESP,FID/Construction,H2,40.265848,-3.669364,10,2222,1.7
SolarHy Cordoba,ESP,Feasibility study,H2,37.844469,-4.729005,55,12222,9.5
Waste to hydrogen Boson Energy (H2-BEAM),ESP,,H2,43.310751,-6.032763,,19240,15
"Green Hydrogen Kherson region, phase 1",UKR,Concept,Ammonia,46.635417,32.616867,46,10000,7.8
"Green Hydrogen Kherson region, phase 2",UKR,Concept,Ammonia,46.635417,32.616867,46,12105,9.4
"Green Hydrogen Kherson region, phase 3",UKR,Concept,Ammonia,46.635417,32.616867,92,24211,18.9
Waste to hydrogen Boson Energy (BEH2X NO1),NOR,Concept,H2,59.981397,10.69413,,4489,3.5
"Ruse project
(part of Green Hydrogen @ Blue Danube IPCEI)",BGR,Feasibility study,H2,43.823056,25.953889,,,
Emil'Hy- (Phase 1),FRA,Feasibility study,H2,49.154152,6.705371,200,44444,34.7
Emil'Hy- (Phase 2),FRA,Concept,H2,49.154152,6.705371,200,44444,34.7
H2 Pierre-B??nite (Phase 1),FRA,Concept,H2,45.702181,4.844148,20,4444,3.5
CorrHyd'Occ (Occitanie H2 Corridor),FRA,FID/Construction,H2,43.022617,3.048236,20,4348,3.4
Val d'Hygo (Occitanie H2 Corridor),FRA,Operational,H2,43.793467,1.61243,5,962,0.7
"H2 Pilotanlage Lingen, phase 2",DEU,Operational,H2,52.48255651,7.299667812,4,769,0.6
"GET H2 Nukleus, phase 1",DEU,FID/Construction,H2,52.48255651,7.299667812,100,19231,15
"Green Hydrogen for the City of Cockburn, phase 1",AUS,Feasibility study,H2,-32.164525,115.793464,1.25,278,0.2
"Green Hydrogen for the City of Cockburn, phase 2",AUS,Concept,H2,-32.164525,115.793464,0,,
"Green Hydrogen for the City of Cockburn, phase 3",AUS,Concept,H2,-32.164525,115.793464,0,,
Green Shepherd,AUS,Concept,H2,-32.653539,118.591182,10,2222,1.7
H2Kwinana,AUS,Feasibility study,H2,-32.206526,115.821978,105,23333,18.2
Kwinana Energy Transformation Hub (KETH),AUS,Feasibility study,H2,-32.243999,115.814003,2,444,0.3
"Edify Green Hydrogen Project, Lansdown Precint",AUS,Feasibility study,H2,-19.258965,146.816956,17.5,3365,2.6
Teesside Hydrogen CO2 Capture/H2NorthEast Phase 1,GBR,Feasibility study,H2,54.54230932,-1.24580164,,113680,88.6
Teesside Hydrogen CO2 Capture/H2NorthEast Phase 2,GBR,Feasibility study,H2,54.54230932,-1.24580164,,206545,161
Shell Uniper Humber Hub Blue North Killingholme,GBR,Feasibility study,H2,53.65372466,-0.331811277,,230562,179.8
Wilheimshaven Energy Hub BlueHyNow,DEU,Concept,H2,53.52998,8.11253,,200000,155.9
HydrGEN I,DEU,Concept,Ammonia,53.19115353,8.335827849,100,26316,20.5
EnZaH2,DEU,FID/Construction,Synfuels,50.09511703,8.533782706,,,
HH2 Europe,DEU,Concept,H2,53.489714,9.901124,,,
Go??schwechten,DEU,Concept,H2,51.927991,11.632033,30,6667,5.2
DUSEDAU,DEU,Concept,H2,51.927991,11.632033,24,5333,4.2
GreenMotionSteel,DEU,Concept,H2,51.43247,6.76516,120,26667,20.8
CHESS,DEU,Concept,H2,53.1897,8.4087,30,6667,5.2
PROMETHEAN,DEU,Concept,H2,51.217941,6.76168,54,12000,9.4
HyKero,DEU,Concept,Synfuels,51.2679011,12.40118186,296.5,65889,51.4
H2Agrar,DEU,Concept,H2,52.7843302,7.300665464,2,444,0.3
Flughafen Rostock-Laage PtX,DEU,DEMO,Synfuels,54.083336,12.108811,,,
Waste to hydrogen Boson Energy (BEH2X Wood SWG),DEU,,H2,52.25683297,10.48084831,,1026,0.8
Waste to hydrogen Boson Energy (BEH2X DE),DEU,,H2,52.25683297,10.48084831,,12826,10
HEAL - Hydrogen-based Energy Systems for Arctic Logistics,SWE,DEMO,H2,65.0999996,17.0999996,,,
V??tgas Ljungby,SWE,FID/Construction,H2,56.8328966,13.9373471,2,444,0.3
Barseb??ck Hydrogen Hub,SWE,Concept,H2,62.1983366,17.5671981,100,22222,17.3
Botnial??nkenH2,SWE,Concept,MeOH,65.584816,22.156704,100,22222,17.3
Rabbalshede Krafts,SWE,Concept,H2,58.217025,11.733398,50,11111,8.7
Waste to hydrogen Boson Energy (BEH2X SE),SWE,,H2,59.32326436,18.04865198,,5772,4.5
Power2AX,FIN,DEMO,H2,60.1995487,20.3711715,1.3,289,0.225
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 1),FIN,Feasibility study,H2,60.3923,25.6651,50,11111,8.7
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 2),FIN,Feasibility study,H2,60.3923,25.6651,70,15217,11.9
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 3),FIN,Feasibility study,H2,60.3923,25.6651,150,33333,26
"H2UDF, phase III",ESP,Concept,H2,43.135942,-5.800384,15,3333,2.6
Fronius Solhub - SAN Group Herzogenburg,AUT,Operational,H2,48.26239816,15.68860188,0.7,135,0.1
PROMETHEAN,POL,Concept,H2,50.5687422,19.2343995,32,7111,5.5
Waste to hydrogen Boson Energy (BEH2X PLGM),POL,,H2,52.72396078,20.80344376,,5772,4.5
Waste to hydrogen Boson Energy (BEH2X PLRE),POL,,H2,52.72396078,20.80344376,,5772,4.5
"NeptHyne, phase 1",POL,Concept,H2,0,0,1,222,0.2
"NeptHyne, phase 2",POL,Concept,H2,0,0,999,222000,173.1
Dalrymple Bay,AUS,Feasibility study,H2,-41.0667,146.767,,,
"Santos Port Botany, New South Wales",AUS,Feasibility study,H2,-33.976002,151.218002,,21377,17
South Australia renewable hydrogen hub,AUS,Concept,H2,0,0,,,
"AMpHytrite demonstrator, Port of Rotterdam, phase 1",NLD,DEMO,H2,51.96471741,3.963059996,10,1923,1.5
Svante capture Linde SMR plant (TX) ,USA,Concept,H2,29.749907,-95.358421,,,
"Ain Sokhna plant, Suez Canal Economic Zone (SCZone), phase 1",EGY,Feasibility study,Ammonia,29.659369,32.34481,288.6,64132,50
"Ain Sokhna plant, Suez Canal Economic Zone (SCZone), phase 2",EGY,Concept,Ammonia,29.659369,32.34481,432.9,96198,75
VISION 2025,GRC,Feasibility study,H2,38.041275,23.541812,10,2222,1.7
VISION 2025,GRC,Concept,H2,38.041275,23.541812,,,
BLUE MED plan- EPHYRA Project,GRC,Concept,H2,37.938637,22.932238,30,6667,5.2
Zero Emission Mobility Corridor,SVN,FID/Construction,H2,46.26694673,15.49585615,34,7556,5.9
EHYTRANSP - TS Laevad & H2,EST,Concept,H2,59.436962,24.753574,5,1111,0.9
 HYEELIWTS - terminal of Muuga,EST,Concept,H2,59.436962,24.753574,,,
Waste to hydrogen Boson Energy (BEH2X LUX),LUX,,H2,49.78393745,6.023431893,,12826,10
AM Gent H2 consumption Hub,BEL,Feasibility study,H2,51.05781263,3.739275018,519.5,115438,90
Waste to hydrogen Boson Energy (BEH2X LAVNT),LVA,,H2,56.92315377,25.21388832,,821,0.64
Dimdini H2 ecosystem,LVA,Concept,H2,57.36774811,24.81840491,30,6667,5.2
Hyperion H2 Alandroal- Phase 1,PRT,Feasibility study,H2,38.708759,-7.400782,50,11111,8.7
Green H2 Set??bal Project,PRT,Feasibility study,H2,38.5244,-8.8882,7.5,1442,1.1
Flavian superhybrid,AUS,Concept,H2,-23.84153552,151.2505892,300,66667,52
Advanced Clean Energy Storage (ACES) ,USA,FID/Construction,H2,39.352178,-112.57717,220,47826,37.3
Plug Power Olin green hydrogen Louisiana,USA,FID/Construction,H2,30.257695,-91.099271,36.5,7022,5
Szazhalombatta refinery,HUN,Operational,H2,47.308332,18.909671,10,1923,1.5
Ain Sokhna ammonia project - Phase I,EGY,Feasibility study,Ammonia,29.659369,32.34481,500,111111,86.6
"Masdar Hassan Allam green hydrogen, phase 1",EGY,Feasibility study,MeOH,29.659369,32.34481,193.7,43053,34
"Masdar Hassan Allam green hydrogen, phase 2",EGY,Concept,Ammonia,29.659369,32.34481,3806.3,845836,659.4
"LSB Industries - Pryor green ammonia project, Phase 1",USA,Feasibility study,Ammonia,36.24283959,-95.27614632,10,2632,2.1
"LSB Industries - Pryor green ammonia project, Phase 1",USA,Feasibility study,Ammonia,36.24283959,-95.27614632,20,4348,3.4
Repsol Bilbao port synfuels project,ESP,FID/Construction,Synfuels,43.32559953,-3.113953019,10,2174,1.7
"Tra Vinh Green hydrogen project, phase 1",VNM,Feasibility study,Ammonia,10.2333324,106.3833318,528,114787,89
"Tra Vinh Green hydrogen project, phase 2",VNM,Concept,H2,10.2333324,106.3833318,774.9,172205,134
Project Blue (AR),USA,Feasibility study,Ammonia,33.26526351,-92.66099786,,86613,68
Ferrolterra plant,ESP,Feasibility study,H2,43.457355,-7.947904,30,5769,4.5
Ferrolterra plant,ESP,Feasibility study,H2,43.457355,-7.947904,50,9615,7.5
"Hydrogen Eagle (Spolana), phase 2",CZE,Feasibility study,H2,50.27041613,14.51319438,30,6667,5.2
"Hyways for future, 1st hub",DEU,FID/Construction,H2,53.55481051,8.579173243,2,385,0.3
Waste-to-hydrogen East Port Said,EGY,Feasibility study,H2,31.25654,32.28411,,384793,300
"H2 Emden Electrolyzer, phase 1",DEU,Feasibility study,H2,53.36024608,7.211641662,10,2222,1.7
Referenzkraftwerk Lausitz,DEU,FID/Construction,H2,51.51121438,13.34946719,6.7,1283,1
Wenger Engineering Bremerhaven,DEU,Feasibility study,H2,53.56678848,8.660877507,1.3,289,0.2
Hidroelectrica Ostrovu Mare ,ROU,Feasibility study,H2,44.38583212,22.52167213,50,11111,8.7
KEME Energy Sines,PRT,Concept,H2,37.95889357,-8.860073289,2.52,560,0.4
Hyundai Heavy Industries - HHI East Sea - Phase I,KOR,Concept,H2,0,0,100,22222,17.3
Hyundai Heavy Industries - HHI East Sea- Phase II,KOR,Concept,H2,36.20374718,128.1517435,1200,266667,207.9
Gron Fuel Renewable Energy Complex,USA,Feasibility study,H2,30.471165,-91.147385,1000,222222,173.3
Woodside H2OK,USA,Feasibility study,H2,34.174261,-97.143625,290,63043,49.2
Avangrid Connecticut project,USA,Feasibility study,H2,41.748986,-72.989594,20,4444,3.5
Avangrid Oregon project,USA,Feasibility study,H2,42.17564,-121.807182,20,4444,3.5
GH2 Amb??s (Phase 1),FRA,Feasibility study,H2,44.909394,-0.536847,100,21739,16.9
"GH2 Amb??s (Phase 2, final)",FRA,Concept,H2,44.909394,-0.536847,200,44444,34.7
Masshylia,FRA,Feasibility study,H2,43.39973395,5.101760323,120,26087,20.3
H2 Loire Vall??e (H2LV),FRA,FID/Construction,H2,47.50529831,0.364314179,4,889,0.7
Dijon M??tropole Smart EnergHy (DMSE) - Station 1,FRA,Operational,H2,47.31983205,5.038166514,1,217,0.2
H-Awel,GBR,Other/Unknown,H2,51.77030798,-3.534660788,50,9615,7.5
Mayflower Hydrogen project,GBR,Feasibility study,H2,53.6277,-0.1918,20,3846,3
Eneus Energy Hammars Hill,GBR,Feasibility study,Ammonia,59.09886512,-3.074236093,12.9,2867,2.2
"Tarragona Green Chenical complex, phase 1",ESP,Concept,H2,41.11894588,1.243389233,5,1111,0.9
"Tarragona Green Chenical complex, phase 2",ESP,Concept,H2,41.11894588,1.243389233,45,10000,7.8
"Tarragona Green Chenical complex, phase 3",ESP,Concept,H2,41.11894588,1.243389233,20,4444,3.5
GAIL Vijaipur project,IND,Operational,H2,23.473324,77.947998,10,1923,1.5
Huadian Baotou City Damaoqi Hydrogen Production Electrolysis Project,CHN,FID/Construction,H2,40.66439895,109.8429838,54,12000,9
PetroChina Yumen Oilfield - Phase 1,CHN,Operational,H2,40.23697399,97.54262857,12.1,2694,2
Shandong Weifang Economic Development Zone,CHN,Concept,H2,36.066898,120.382698,50,10870,8.5
Anil urea plant,IND,Concept,Ammonia,0,0,2000,444444,346.5
"HH2E - Met Northeast Germany, phase 1",DEU,Feasibility study,H2,54.117,13.733,100,21739,16.9
"HH2E - Met Northeast Germany, phase 2",DEU,Concept,H2,54.117,13.733,1000,222222,173.3
Ferrosilva fossil-free DRI ,SWE,DEMO,H2,60.55783959,16.29933502,,3848,3
Porte de St Cloud HRS station,FRA,Operational,H2,48.8572442,2.351150657,2.5,481,0.4
"Zhongyuan Oil Field MW-Scale Renewable P2G, phase 1",CHN,Operational,H2,35.762928,114.980511,2.4,466,0.4
"Zhongyuan Oil Field MW-Scale Renewable P2G, phase 2",CHN,Concept,H2,35.762928,114.980511,29,5584,4.4
"Da'an Jilin Power Wind-Solar-
Hydrogen-Ammonia Integration Project",CHN,FID/Construction,Ammonia,45.42453457,123.48552,207,46000,35.86344
Chicheng Wind-Hydrogen-Storage Energy Integration Demonstration stage 1,CHN,Operational,H2,40.78163215,114.8676578,9,2000,1.6
"Barents Blue ammonia plant, phase 2",NOR,Concept,Ammonia,70.4799,24.2633,,230968,180.1
"Barents Blue ammonia plant, phase 3",NOR,Concept,Ammonia,70.4799,24.2633,,230968,180.1
" Liquid Wind, FlagshipTWO",SWE,Feasibility study,MeOH,62.39657624,17.30420568,287.1,63805,50
SALCOS - first expansion - phase 1,DEU,FID/Construction,H2,52.16139239,10.43116538,100,22222,17
Nordsee Two Offshore Wind Farm,DEU,Feasibility study,H2,54.93539818,7.425890531,4,889,0.7
Holland Hydrogen - phase 2,NLD,Feasibility study,H2,51.94683895,4.009751892,200,43478,33.9
