Project/Plant Name,status,technology_all,technology,rated power_kW,country,latitude,longitude,grid_level
Taloro Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,240000,Italy,40.0948744,9.16,Transmission
Tanes Hydroelectric Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,133000,Spain,43.2504393,-5.98,Transmission
Raccoon Mountain Pumped Storage Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1652000,United States,35.0198163,-85.37,Transmission
Dale??ice Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,450000,Czech Republic,49.124395,16.12,Transmission
Fairfield Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,511200,United States,34.2993741,-81.31,Transmission
Kraftwerk Huntorf - 321-MW Plant Utilizes Nuclear-Sourced Night-Time Power,Operational,Electro-mechanical energy storage,Compressed air energy storage,290000,Germany,53.1897685,8.4099915,Transmission
Aurland III Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,270000,Norway,60.90357,7.2,null
Porabka-Zar Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,500000,Poland,49.7704966,19.21,null
Le Cheylas Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,480000,France,45.3815081,5.99,Transmission
Coo-Trois-Ponts Hydroelectric Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1164000,Belgium,50.3717154,5.87,Transmission
Malta Main Stage Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,730000,Austria,46.87241,13.33,null
Malta Upper Stage Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,120000,Austria,47.0791667,13.34,null
Markersbach Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1050000,Germany,50.53528,12.86,Transmission
Wallace Dam Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,208000,United States,33.350038,-83.16,Transmission
Steenbras Dam Pumped Storage Scheme,Operational,Electro-mechanical energy storage,Pumped hydro storage,180000,South Africa,-34.1514673,18.87,Transmission
Rovina Hydro Power Plant (Entracque Pumped Storage),Operational,Electro-mechanical energy storage,Pumped hydro storage,134000,Italy,44.2439659,7.4,Transmission
Okuyoshino Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,1206000,Japan,34.04469,135.79,Transmission
Kuhtai PSH (K??htai Pumped Hydro Station),Operational,Electro-mechanical energy storage,Pumped hydro storage,289000,Austria,47.2537414,11.6,Transmission
Shin-Takasegawa Pumped Storage Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1280000,Japan,36.473841,137.69,Transmission
Srisailam Pumped Hydro Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,1670000,India,16.0732748,78.87,Primary Distribution
Oschenik Innerfragant Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,108000,Austria,47.1374819,12.33,Transmission
??ierny V??h Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,735160,Slovakia,49.011138,19.93,Transmission
Chiotas Hydro Power Plant (Entracque Pumped Storage),Operational,Electro-mechanical energy storage,Pumped hydro storage,1184000,Italy,44.1775758,7.42,Transmission
Aguieira Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,336000,Portugal,40.340285,-8.2,null
Mount Elbert Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,200000,United States,39.094098,-106.35,null
Okuyahagi No. 1 Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,317000,Japan,35.1801883,136.91,null
Okuyahagi No. 2 Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,780000,Japan,35.1801883,136.91,null
Daini Numazawa Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,460000,Japan,37.453851,139.52,null
Drakensberg Pumped Storage Scheme,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,South Africa,-28.5846,29.0945,Transmission
Gabriel Y Galan Hydroelectric Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,111000,Spain,40.195346,-6.16,Transmission
Guijo de Granadilla Hydroelectric Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,54000,Spain,40.195346,-6.16,Transmission
Tanbara Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,Japan,36.7862665,139.16,null
Okikuyotsu (Okukiyotsu) Pumped Hydro Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,Japan,36.844,138.766,null
Aguayo I Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,360000,Spain,43.092929,-4.02,Transmission
Thermal Storage at San Antonio International Airport,Operational,Thermal energy storage,Sensible heat,422,United States,29.5280155,-98.48,Secondary Distribution
Grimsel 2 Pumped Hydro Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,350000,Switzerland,46.65532,8.29,Transmission
Mont??zic Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,910000,France,44.709426,2.64,Transmission
??arnowiec Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,716000,Poland,54.7697655,18.05,Transmission
Leitzachwerk I,Operational,Electro-mechanical energy storage,Pumped hydro storage,49000,Germany,47.8483283,11.86,Transmission
Le Pouget Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,445000,France,44.059565,2.77,Transmission
Wivenhoe Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,500000,Australia,-27.4129715,152.64,Transmission
Velebit Pump Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,276000,Croatia,44.2007328,15.68,null
Hongawa (Motokawa) Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,615000,Japan,33.5588035,133.53,null
Clarence Cannon Dam Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,58000,United States,39.524633,-91.64,Transmission
Dinorwig Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1728000,United Kingdom,53.1340503,-4.11,Transmission
Los Reyunos Pumped Hydro Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,224000,Argentina,-34.5921633,-68.67,Transmission
Lepenica Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1140,Croatia,45.3049852,14.71,null
Edolo Pumped Storage Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,Italy,46.1804266,10.33,Transmission
Richard B. Russell Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,United States,34.025195,-82.59,Transmission
Moralets-Llauset (Lleida/Huesca) Hydroelectric Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,219100,Spain,42.580864,0.69,Transmission
Sfikia Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,315000,Greece,40.3856573,22.21,null
Estany Gento/Sallente Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,468000,Spain,42.5104171,1,Transmission
Minghu Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,1008000,Taiwan,23.7919524,120.86,Transmission
Samrangjin Pumped Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,South Korea,35.5037598,128.75,Transmission
Bath County Pumped Storage Station - Dominion Generation / First Energy,Operational,Electro-mechanical energy storage,Pumped hydro storage,3003000,United States,38.198392,-79.81,Transmission
St??lsdal Pumped Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,17000,Norway,59.223399,6.19,null
Saurdal Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,640000,Norway,59.49881,6.53,null
Aldead??vila Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1139000,Spain,41.203,-6.688,null
Super Bissorte Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,748000,France,45.183414,6.48,Transmission
Tamahara Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,Japan,36.6460769,139.04,Transmission
Tenzan Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,Japan,33.431907,129.95,null
Grand'Maison Dam Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1820000,France,45.205931,6.12,Transmission
Big Creek (John S. Eastwood) Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,199800,United States,37.104114,-119.32,Transmission
Berliner Kraft- und Licht BEWAG Battery,De-Commissioned,Electro-chemical battery and chemical storage,Lead-acid battery,8500,Germany,52.5200066,13.4,null
Crescent Electric Membership Cooperative BESS,De-Commissioned,Electro-chemical battery and chemical storage,Lead-acid battery,500,United States,35.7826363,-80.89,null
Orphey Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,160000,Bulgaria,41.7429109,24.39,Transmission
Kadamparai Hydroelectric Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,400000,India,11.0168445,76.96,Transmission
H??usling Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,360000,Austria,47.14584,11.97,null
Torr??o Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,140000,Portugal,41.097355,-8.26,Transmission
SCE Chino Battery Storage Project,De-Commissioned,Electro-chemical battery and chemical storage,Lead-acid battery,10000,United States,33.9985758,-117.68,null
Palmiet Pumped Storage Scheme,Operational,Electro-mechanical energy storage,Pumped hydro storage,400000,South Africa,-34.158688,19.01,Transmission
Imaichi Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1050000,Japan,36.7199026,139.7,Transmission
Auxiliar Maitenes Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,30800,Chile,-33.665194,-70.09,Transmission
Herdecke Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,153000,Germany,51.4031667,7.43,Transmission
Frunzaru Reversible Pump Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,53000,Romania,43.900408,25.97,null
Yagisawa Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,240000,Japan,36.6786996,139,Primary Distribution
McIntosh CAES Plant - Unit 1 Facility Stores Compressed Air in a Solution-mined Salt Cavern,Operational,Electro-mechanical energy storage,Compressed air energy storage,110000,United States,31.2572207,-88.0280479,Transmission
Anapo (Solarino) Pumped Storage Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,Italy,37.10085,15.12,null
Srinagarind Hydroelectric Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,720000,Thailand,14.4049116,99.13,Transmission
Domenico Cimarosa (Presenzano) Hydroelectric Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,Italy,41.3766245,14.09,Transmission
JC Penney Headquarters - Calmac,Operational,Thermal energy storage,Latent heat,4425,United States,33.0796578,-96.83,Secondary Distribution
Bad Creek Pumped Hydro Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,1065000,United States,35.010984,-83.01,Transmission
Panjiakou Pumped Hydro Power Station (?????????),Operational,Electro-mechanical energy storage,Pumped hydro storage,420000,China,40.1415,118.31,null
Cuntangkou Pumped Hydro Power Station (?????????),Operational,Electro-mechanical energy storage,Pumped hydro storage,2000,China,30.537713,105.19,null
Shiobara Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,900000,Japan,36.961698,140.05,null
Mingtan Dam,Operational,Electro-mechanical energy storage,Pumped hydro storage,1600000,Taiwan,23.8666667,120.92,Transmission
New Waddell Dam Pumped Hydro Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,45000,United States,33.2917968,-112.43,Transmission
Puerto Rico Electric Power Authority (PREPA) Battery System,De-Commissioned,Electro-chemical battery and chemical storage,Lead-acid battery,20000,United States,18.3978052,-66.01,Primary Distribution
Okawachi Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1280,Japan,34.0237394,131.93,Primary Distribution
Chaira Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,788000,Bulgaria,42.1927654,24.33,null
Rocky Mountain Hydroelectric Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1095000,United States,34.2828967,-85.23,Transmission
Okumino Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1500000,Japan,36.6485496,138.19,null
Okikuyotsu (Okukiyotsu) No. 2 Pumped Hydro Storage Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,Japan,36.844,138.766,null
Bhumibol Hydroelectric Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,171000,Thailand,17.2440808,99,Transmission
Vernon 5 MW / 3.5 MWh BESS,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,5000,United States,34.007122,-118.19,null
Thisavros Hydro Power Plant (???????????? ????????????????),Operational,Electro-mechanical energy storage,Pumped hydro storage,384000,Greece,41.267032,24.5,null
Brockway Standard Lithography Plant - PQ2000,De-Commissioned,Electro-chemical battery and chemical storage,Lead-acid battery,2000,United States,31.0365983,-82.75,null
Matanogawa Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,Japan,35.265767,133.51,Transmission
Dangling Rope Marina Hybrid Power System,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,250,United States,37.37685715,-110.726121,null
VA Medical Center,Operational,Thermal energy storage,Sensible heat,2300,United States,32.694882,-96.79,Secondary Distribution
Niedzica Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,82800,Poland,49.4099645,20.33,null
Yangzhuoyong Lake Pumped Hydro Storage Station (????????????),Operational,Electro-mechanical energy storage,Pumped hydro storage,90000,China,29.289455,90.98,null
Shisanling (Ming Tombs) Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,800000,China,40.22066,116.23,null
Sikou Pumped Hydro Storage Station (??????),Operational,Electro-mechanical energy storage,Pumped hydro storage,80000,China,29.655143,121.41,null
Metlakatla BESS,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,1000,United States,55.0845439,-131.58,Primary Distribution
Kadana Hydroelectric Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,240000,India,23.2895908,73.84,Transmission
Okutataragi Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1932000,Japan,35.3396654,134.85,Transmission
El Capitan - Calmac,Operational,Thermal energy storage,Latent heat,150,United States,34.10146131,-118.3392454,Secondary Distribution
TAS Thermal Storage with Combined-Cycle Cogeneration Plant,Operational,Thermal energy storage,Sensible heat,5100,United States,29.626104,-95.07,Transmission
Moakley Courthouse - Calmac,Operational,Thermal energy storage,Latent heat,0,United States,42,-71,null
Ohito Substation - NGK,De-Commissioned,Electro-chemical battery and chemical storage,Sodium-based battery,6000,Japan,34.9945033,138.94,null
Xianghongdian Pumped-hydro Storage Station (?????????) ,Operational,Electro-mechanical energy storage,Pumped hydro storage,80000,China,31.72717,115.93,null
Sumitomo Densetsu Office,Operational,Electro-chemical battery and chemical storage,Flow battery,3000,Japan,34.6937378,135.5,null
Mission City Office Complex - Calmac,Operational,Thermal energy storage,Latent heat,500,United States,32.7832979,-117.13,Secondary Distribution
Guangzhou Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,2400000,China,23.1404452,113.34,Transmission
STMicroelectronics UPS System - S&C Electric,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,10000,United States,33.643684,-112.06,null
Tiantang Pumped Hydro Storage Station (??????),Operational,Electro-mechanical energy storage,Pumped hydro storage,70000,China,30.783121,115.4,null
NGK NaS: Kasai Water Reclamation Center,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,2400,Japan,35.64874,139.85,null
Lam Ta Khong Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,500000,Thailand,14.8361163,101.55,Transmission
William & Flora Hewlett Foundation - Calmac,Operational,Thermal energy storage,Latent heat,124,United States,37.4241016,-122.193145,Secondary Distribution
Shahe Pumped Hydro Storage Station (??????),Operational,Electro-mechanical energy storage,Pumped hydro storage,102000,China,31.416911,119.48,null
Kind Island Renewable Energy Expansion VRB,Offline/Under Repair,Electro-chemical battery and chemical storage,Flow battery,200,Australia,-39.9282417,143.85,null
University of Texas Pan-Am Thermal Energy Storage,Operational,Thermal energy storage,Sensible heat,875,United States,26.3052059,-98.18,null
Zagorsk PSP-1,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,Russia,56.3094531,38.13,Transmission
Dogo Island Flywheels - 200 kW Urenco Power Technology Flywheel,De-Commissioned,Electro-mechanical energy storage,Flywheel,200,Japan,36.25,133.266667,Transmission
NGK NaS: Morigasaki Water Reclamation Center,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,8000,Japan,35.568724,139.75,null
Caliraya-Botocan-Kalayaan (CBK) Hydro-Elecric Power Plant Project,Operational,Electro-mechanical energy storage,Pumped hydro storage,709000,Philippines,14.35,121.57,null
PacifiCorp Castle Valley VRB,De-Commissioned,Electro-chemical battery and chemical storage,Flow battery,250,United States,38.6394278,-109.41,Transmission
Utsira Wind Power & Hydrogen Plant,De-Commissioned,Electro-chemical battery and chemical storage,Hydrogen storage,65,Norway,59.308129,4.88,null
NGK NaS: Hitachi Automotive Plant,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,9600,Japan,36.3966149,140.53,null
PREPA BESS 2,Offline/Under Repair,Electro-chemical battery and chemical storage,Lead-acid battery,20000,United States,18.3978052,-66.01,Primary Distribution
University of Arizona - Calmac,Operational,Thermal energy storage,Latent heat,3000,United States,32.237685,-110.95,Secondary Distribution
"Graciosa (the Azores) PowerStore Flywheel Project -  Stabilize Voltage and Frequency, hold 18 MWs",Operational,Electro-mechanical energy storage,Flywheel,500,Portugal,39.0524827,-28.0068979,Transmission
Flores (the Azores) PowerStore Flywheel Project - Flywheel-Based Grid Stabilizing Generator,Operational,Electro-mechanical energy storage,Flywheel,500,Portugal,39.4474713,-31.193945,Transmission
Tomamae Wind Farm ,Operational,Electro-chemical battery and chemical storage,Flow battery,4000,Japan,44.3060399,141.65,Transmission
Frades I Pumped Hydro Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,191600,Portugal,41.693192,-8.03,null
NGK NaS: Sunamachi Water Reclamation Center,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,2000,Japan,35.6569697,139.84,null
Huilong Pumped Hydro Storage Station (??????),Operational,Electro-mechanical energy storage,Pumped hydro storage,120000,China,32.990833,112.53,Transmission
Baishan Pumped Hydro Storage Station (??????),Operational,Electro-mechanical energy storage,Pumped hydro storage,1800000,China,42.972097,126.75,null
Pont Ventoux-Susa Hydroelectric Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,158000,Italy,45.139117,6.97,Transmission
EFDA JET Fusion Flywheel - 400 MWs Supplied From Two Large Flywheels,Operational,Electro-mechanical energy storage,Flywheel,400000,United Kingdom,51.6578355,-1.2320366,Transmission
Ghatghar Pumped Storage Hydroelectric Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,250000,India,19.283333,73.7,Transmission
Tongbai Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,1224000,China,30.274085,120.16,Transmission
NGK NaS: Miyagi Water Reclamation Center,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,2000,Japan,35.7597538,139.75,null
Cheongsong Pumped Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,South Korea,36.4359045,129.06,Transmission
South Pole Telescope BESS,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,500,Antarctica,-77.5247401,166.96,null
Virtua Health Data Center Calnetix (formerly VYCON) Flywheel,Operational,Electro-mechanical energy storage,Flywheel,140,United States ,39.8381698,-74.9648887,Transmission
"San Ramon Smart Energy Matrix FESS - Beacon Power, LLC -  6-kilowatt-hour flywheels",Operational,Electro-mechanical energy storage,Flywheel,100,United States,37.7799273,-121.9780153,Transmission
Yangyang Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,South Korea,38.015499,128.55,Transmission
Coral Bay PowerStore Flywheel Project - PowerStore Grid-Stabilizing System,Operational,Electro-mechanical energy storage,Flywheel,500,Australia,-23.1410266,113.7764051,Transmission
NGK NaS: Kita-Tama Ichigo Water Reclamation Center,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1000,Japan,35.6564348,139.51,null
Nevada Solar One Solar Power Plant,Operational,Thermal energy storage,,64000,United States,35.800172,-114.98,null
Dulles TES Tank for Internet Service Provider,Operational,Thermal energy storage,Sensible heat,0,United States,38.9624899,-77.44,null
"TES Tank for Internet Service Provider Dulles, VA",Operational,Thermal energy storage,Sensible heat,1500,United States,39,-77,Secondary Distribution
Purulia Pumped Storage Hydroelectric Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,900000,India,23.3320779,86.37,null
Wakkanai Megasolar Project,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1500,Japan,45.4156641,141.67,Transmission
O-I World Headquarters,Operational,Thermal energy storage,Latent heat,250,United States,41.5285417,-83.65,null
Guadeloupe Li-ion Energy to Grid Test,De-Commissioned,Electro-chemical battery and chemical storage,Lithium-ion battery,107,France,16.2411,-61.53,null
Rokkasho Village Wind Farm - Futamata Wind Development,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,34000,Japan,40.9673439,141.37,Transmission
Duquesne University Energy Storage,Operational,Thermal energy storage,Latent heat,600,United States,40.4359724,-79.99,Secondary Distribution
St. Kilian Parish and School,Operational,Thermal energy storage,Latent heat,100,United States,40.683741,-80.07,Secondary Distribution
Penta Career Center Thermal Storage,Operational,Thermal energy storage,Latent heat,750,United States,41.5818,-83.57,Secondary Distribution
Woojin/Maxwell Gyeongsan Test Line,Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,525,South Korea,35.8250555,128.74,null
AEP Bluffton NaS Energy Storage System,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,2000,United States,40.8953301,-83.89,Primary Distribution
XCEL NGK MinnWind Wind-to-Battery Project,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1000,United States,43.6541362,-96.21,Transmission
AEP Milton NaS Battery Energy Storage System,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,2000,United States,38.4345321,-82.13,Primary Distribution
Yixing Pumped Storage,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,China,31.340711,119.82,Transmission
"Julich Solar Tower - Kraftanlagen M??nchen; German Aerospace Center, Solar-Institute J??lich",Operational,Thermal energy storage,Heat thermal storage,1500,Germany,50.914,6.387,null
AEP Churubusco NaS Battery Energy Storage System,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,2000,United States,41.2306034,-85.32,Primary Distribution
"Beacon Power 500 kW Flywheel (Tyngsboro, MA) - 0.5 MW Flywheel Energy Storage System",Operational,Electro-mechanical energy storage,Flywheel,500,United States,42.6608824,-71.4067111,Transmission
Institute of Plasma Physics (IPP) Flywheel System -  50 MW Pulse Duration for 2-3 Seconds,Operational,Electro-mechanical energy storage,Flywheel,70000,Czech Republic,50.0755381,14.4378005,Transmission
Antarctica NZ ABB PowerStore Flywheel - Meridian Energy (stabilize both voltage and frequency),Operational,Electro-mechanical energy storage,Flywheel,500,Antarctica,-77.5247401,166.96,Transmission
Altairnano-PJM Lyons Li-ion Battery Ancillary Services Demo,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,40.4776121,-75.77,null
Zhanghewan Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,China,37.965032,114.08,Transmission
Kops II Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,525000,Austria,46.9858102,10.03,Transmission
BYD Shenzhen Longgang Demo 2 (???????????????????????????????????????),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,200,China,22.720358,114.25,null
Pingshan 1MW/1MWh ESS For State Grid Company,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,China,22.543099,114.06,null
Andasol 2 CSP Solar Power Plant,Operational,Thermal energy storage,Sensible heat,50000,Spain,37.182758,-3.06,null
Enercon Wind Turbine NaS BESS,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,800,Germany,53.3594029,7.21,null
Arlanda Airport Aquifer Thermal Energy Storage,Operational,Thermal energy storage,,10000,Sweden,59.6493133,17.93,null
BYD Demo,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,China,22.543099,114.06,null
BYD Shenzhen Longgang Demo 2 (???????????????????????????????????????),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,China,22.720358,114.25,null
Kaheawa Wind Project - Younicos,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,1500,United States,20.7983626,-156.33,Transmission
Horse Island Microgrid Project,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,12,United Kingdom,57.986,-5.345,null
Woojin/Maxwell Daejeon Line 1 - Daedong Station (103),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,1870,South Korea,36.3294157,127.44,null
Holaniku at Keahole Point,Operational,Thermal energy storage,Heat thermal storage,2000,United States,19.7267618,-156.06,null
Los Andes Substation Battery Energy Storage System - AES Gener,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,12000,Chile,-27.366359,-70.33,Transmission
